age,job,marital_status,education,balance_eur,housing_loan,personal_loan,communication_type,contacts_this_campaign,days_since_previous_contact,contacts_before_campaign,previous_campaign_outcome,subscribed,call_duration_minutes,days_since_previous_contact_nan,contacts_before_campaign_nan,date,weekday,month,was_contacted_before,job_group,has_loan,has_both_loan
25,management,Single,tertiary,2305,0,0,cellular,2,104,2,failure,0,3.7,104.0,2.0,2009-08-12,Wednesday,August,1,Admin/Mgmt/Tech,0,0
19,student,Single,primary,56,0,0,cellular,1,-1,0,unknown,0,4.1,,,2009-08-12,Wednesday,August,0,Student/Retired/Unemployed,0,0
44,technician,Married,tertiary,1818,1,1,cellular,1,104,1,failure,0,2.0,104.0,1.0,2009-08-12,Wednesday,August,1,Admin/Mgmt/Tech,1,1
46,unemployed,Married,secondary,1040,0,0,telephone,1,78,5,failure,0,9.033333333333333,78.0,5.0,2009-08-12,Wednesday,August,1,Student/Retired/Unemployed,0,0
26,management,Single,tertiary,1643,0,0,cellular,1,-1,0,unknown,0,4.05,,,2009-08-12,Wednesday,August,0,Admin/Mgmt/Tech,0,0
50,admin.,Married,secondary,238,1,0,cellular,5,-1,0,unknown,0,3.6,,,2009-08-12,Wednesday,August,0,Admin/Mgmt/Tech,1,0
74,retired,Married,secondary,291,0,0,cellular,1,-1,0,unknown,0,9.05,,,2009-08-12,Wednesday,August,0,Student/Retired/Unemployed,0,0
30,technician,Married,secondary,6843,0,0,cellular,1,-1,0,unknown,0,3.783333333333333,,,2009-08-12,Wednesday,August,0,Admin/Mgmt/Tech,0,0
26,student,Single,secondary,374,0,0,telephone,2,-1,0,unknown,0,7.966666666666667,,,2009-08-12,Wednesday,August,0,Student/Retired/Unemployed,0,0
31,management,Married,tertiary,1812,0,0,cellular,1,104,1,success,0,1.8666666666666667,104.0,1.0,2009-08-12,Wednesday,August,1,Admin/Mgmt/Tech,0,0
36,technician,Married,secondary,2474,1,0,cellular,1,-1,0,unknown,0,1.7833333333333334,,,2009-08-12,Wednesday,August,0,Admin/Mgmt/Tech,1,0
40,housemaid,Married,secondary,2064,0,0,cellular,1,-1,0,unknown,0,1.7833333333333334,,,2009-08-12,Wednesday,August,0,Blue-collar/Service,0,0
30,unemployed,Single,tertiary,1159,0,0,cellular,1,68,1,success,0,1.5833333333333333,68.0,1.0,2009-08-12,Wednesday,August,1,Student/Retired/Unemployed,0,0
32,self-employed,Single,tertiary,3271,0,0,cellular,1,100,3,success,0,2.7,100.0,3.0,2009-08-12,Wednesday,August,1,Entrepreneur/Self-employed,0,0
35,services,Married,unknown,618,0,0,cellular,1,104,1,success,1,4.883333333333334,104.0,1.0,2009-08-12,Wednesday,August,1,Blue-collar/Service,0,0
32,technician,Single,tertiary,1246,1,0,cellular,1,104,3,success,0,1.1333333333333333,104.0,3.0,2009-08-12,Wednesday,August,1,Admin/Mgmt/Tech,1,0
43,technician,Single,secondary,451,0,0,cellular,2,-1,0,unknown,1,4.816666666666666,,,2009-08-12,Wednesday,August,0,Admin/Mgmt/Tech,0,0
62,management,Married,tertiary,10373,0,0,cellular,3,-1,0,unknown,0,5.733333333333333,,,2009-08-12,Wednesday,August,0,Admin/Mgmt/Tech,0,0
70,technician,Married,tertiary,6797,0,0,cellular,1,-1,0,unknown,0,4.966666666666667,,,2009-08-12,Wednesday,August,0,Admin/Mgmt/Tech,0,0
61,management,Married,secondary,1471,0,0,cellular,2,-1,0,unknown,0,5.516666666666667,,,2009-08-12,Wednesday,August,0,Admin/Mgmt/Tech,0,0
43,retired,Single,primary,5805,0,0,cellular,5,-1,0,unknown,0,1.85,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
74,retired,Married,primary,0,0,0,telephone,2,-1,0,unknown,1,9.366666666666667,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
45,unemployed,Single,primary,11,0,0,cellular,5,-1,0,unknown,1,8.15,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
38,blue-collar,Single,secondary,0,0,0,cellular,2,105,1,failure,0,4.25,105.0,1.0,2009-08-13,Thursday,August,1,Blue-collar/Service,0,0
47,services,Married,secondary,4,0,0,cellular,2,105,6,success,0,1.2166666666666666,105.0,6.0,2009-08-13,Thursday,August,1,Blue-collar/Service,0,0
32,technician,Single,tertiary,696,0,1,cellular,4,105,4,failure,0,1.6833333333333333,105.0,4.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,0
38,blue-collar,Married,secondary,1165,1,0,cellular,3,94,10,failure,1,13.066666666666666,94.0,10.0,2009-08-13,Thursday,August,1,Blue-collar/Service,1,0
52,technician,Married,tertiary,1785,0,0,cellular,1,-1,0,unknown,0,5.816666666666666,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
77,retired,Married,tertiary,699,0,0,cellular,2,-1,0,unknown,1,7.083333333333333,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
58,blue-collar,Married,primary,0,0,0,telephone,1,-1,0,unknown,0,3.0166666666666666,,,2009-08-13,Thursday,August,0,Blue-collar/Service,0,0
67,retired,Married,secondary,1146,0,0,cellular,2,-1,0,unknown,0,3.1166666666666667,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
71,retired,Married,secondary,3,0,0,cellular,3,189,1,other,0,19.583333333333332,189.0,1.0,2009-08-13,Thursday,August,1,Student/Retired/Unemployed,0,0
32,management,Single,tertiary,2465,0,0,cellular,1,-1,0,unknown,1,6.9,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
32,management,Married,tertiary,1388,1,0,cellular,1,105,1,success,0,1.7,105.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,0
32,admin.,Single,secondary,5,1,1,cellular,1,127,1,failure,0,3.3333333333333335,127.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,1
29,admin.,Single,tertiary,41,1,0,cellular,2,-1,0,unknown,1,2.466666666666667,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,1,0
40,technician,Married,tertiary,99,0,0,cellular,2,364,2,failure,0,3.6666666666666665,364.0,2.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
26,management,Single,tertiary,-8,0,0,cellular,2,-1,0,unknown,0,6.7,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
31,admin.,Married,secondary,35,0,0,cellular,2,105,1,success,1,5.25,105.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
30,management,Married,tertiary,802,1,0,cellular,1,-1,0,unknown,0,1.75,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,1,0
69,housemaid,Single,unknown,2493,0,0,cellular,1,-1,0,unknown,0,6.133333333333334,,,2009-08-13,Thursday,August,0,Blue-collar/Service,0,0
29,student,Single,secondary,314,0,0,cellular,3,105,1,success,0,8.083333333333334,105.0,1.0,2009-08-13,Thursday,August,1,Student/Retired/Unemployed,0,0
36,technician,Married,tertiary,341,0,0,cellular,1,-1,0,unknown,1,4.7,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
50,services,Married,secondary,3169,0,0,cellular,1,430,1,failure,1,6.65,430.0,1.0,2009-08-13,Thursday,August,1,Blue-collar/Service,0,0
51,retired,Married,secondary,2281,0,0,cellular,1,-1,0,unknown,0,2.7333333333333334,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
44,technician,Single,secondary,14,0,0,cellular,1,-1,0,unknown,1,3.9,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
71,retired,Married,secondary,1651,0,0,cellular,2,-1,0,unknown,0,13.183333333333334,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
67,technician,Married,secondary,0,0,0,cellular,2,188,1,success,0,19.2,188.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
26,student,Single,secondary,611,0,0,cellular,2,69,3,failure,0,2.3,69.0,3.0,2009-08-13,Thursday,August,1,Student/Retired/Unemployed,0,0
36,technician,Married,tertiary,1109,0,0,cellular,2,-1,0,unknown,0,5.466666666666667,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
66,retired,Married,secondary,4785,0,0,cellular,3,-1,0,unknown,0,1.2,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
37,technician,Married,secondary,24,1,0,cellular,1,105,2,failure,0,2.2666666666666666,105.0,2.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,0
77,retired,Married,secondary,610,0,0,cellular,3,-1,0,unknown,0,12.766666666666667,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
60,retired,Married,secondary,523,0,0,cellular,3,-1,0,unknown,1,3.2,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
33,admin.,Married,secondary,1604,0,0,cellular,2,-1,0,unknown,0,1.3,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
33,management,Married,tertiary,641,1,0,cellular,2,-1,0,unknown,0,5.783333333333333,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,1,0
23,student,Single,secondary,431,0,0,cellular,2,-1,0,unknown,1,8.266666666666667,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
34,management,Married,tertiary,39,0,0,cellular,1,-1,0,unknown,0,2.6666666666666665,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
56,management,Married,tertiary,616,0,0,cellular,2,105,2,success,1,4.883333333333334,105.0,2.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
39,management,Married,tertiary,1301,0,0,cellular,1,-1,0,unknown,0,3.8833333333333333,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
33,management,Single,secondary,2859,1,0,cellular,1,-1,0,unknown,0,1.75,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,1,0
76,retired,Married,primary,3324,0,0,cellular,2,192,1,failure,1,3.783333333333333,192.0,1.0,2009-08-13,Thursday,August,1,Student/Retired/Unemployed,0,0
72,retired,Married,primary,2079,0,0,cellular,1,191,3,other,0,1.6666666666666667,191.0,3.0,2009-08-13,Thursday,August,1,Student/Retired/Unemployed,0,0
37,management,Single,tertiary,8066,0,0,telephone,1,-1,0,unknown,0,0.95,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
28,services,Single,secondary,231,1,1,cellular,1,-1,0,unknown,0,2.15,,,2009-08-13,Thursday,August,0,Blue-collar/Service,1,1
24,student,Single,secondary,0,0,0,cellular,2,-1,0,unknown,0,1.2333333333333334,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
24,student,Single,secondary,382,0,0,cellular,1,105,2,success,0,1.7166666666666666,105.0,2.0,2009-08-13,Thursday,August,1,Student/Retired/Unemployed,0,0
66,housemaid,Single,primary,204,0,0,telephone,1,-1,0,unknown,0,3.55,,,2009-08-13,Thursday,August,0,Blue-collar/Service,0,0
42,management,Single,tertiary,3371,1,1,cellular,1,92,2,failure,0,4.733333333333333,92.0,2.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,1
33,admin.,Married,secondary,920,0,0,cellular,1,105,1,success,0,1.85,105.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
29,management,Married,tertiary,30,0,0,cellular,1,105,1,failure,0,1.3833333333333333,105.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
21,management,Single,secondary,691,0,0,cellular,1,101,2,other,0,3.65,101.0,2.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
33,services,Married,secondary,227,1,1,cellular,2,-1,0,unknown,1,7.95,,,2009-08-13,Thursday,August,0,Blue-collar/Service,1,1
35,admin.,Single,tertiary,5007,1,0,cellular,1,112,2,other,0,1.2166666666666666,112.0,2.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,0
28,technician,Single,secondary,113,0,0,cellular,3,105,1,failure,1,3.4,105.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
34,technician,Married,tertiary,3160,1,0,cellular,1,-1,0,unknown,0,12.1,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,1,0
27,admin.,Single,secondary,4590,1,0,cellular,1,442,2,failure,0,1.25,442.0,2.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,0
35,technician,Married,secondary,1368,0,0,cellular,2,78,3,success,0,2.65,78.0,3.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
48,self-employed,Married,secondary,1559,0,0,cellular,1,190,2,failure,0,5.733333333333333,190.0,2.0,2009-08-13,Thursday,August,1,Entrepreneur/Self-employed,0,0
34,admin.,Married,tertiary,882,0,0,cellular,1,113,5,success,0,2.25,113.0,5.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
54,technician,Married,secondary,473,0,1,cellular,1,-1,0,unknown,0,1.8666666666666667,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,1,0
74,retired,Single,primary,166,0,0,cellular,1,-1,0,unknown,0,1.65,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
36,admin.,Single,tertiary,994,0,0,cellular,2,105,3,success,0,3.0833333333333335,105.0,3.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
48,self-employed,Married,tertiary,3118,0,0,cellular,2,-1,0,unknown,0,6.183333333333334,,,2009-08-13,Thursday,August,0,Entrepreneur/Self-employed,0,0
26,technician,Single,tertiary,-67,1,0,cellular,1,90,1,success,0,2.3833333333333333,90.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,0
45,technician,Married,secondary,0,0,0,telephone,1,-1,0,unknown,0,1.65,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
57,housemaid,Single,primary,1198,0,0,cellular,1,-1,0,unknown,0,2.433333333333333,,,2009-08-13,Thursday,August,0,Blue-collar/Service,0,0
34,management,Single,tertiary,2279,0,0,cellular,1,-1,0,unknown,0,4.733333333333333,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
34,management,Single,tertiary,13014,0,0,cellular,1,-1,0,unknown,1,12.3,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
30,admin.,Single,tertiary,305,0,0,cellular,1,105,3,success,0,1.25,105.0,3.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
56,retired,Married,primary,9367,0,0,cellular,2,101,2,success,1,5.333333333333333,101.0,2.0,2009-08-13,Thursday,August,1,Student/Retired/Unemployed,0,0
35,admin.,Single,tertiary,4233,0,0,cellular,2,-1,0,unknown,0,2.25,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
50,housemaid,Single,secondary,0,0,0,telephone,1,105,2,failure,0,0.7166666666666667,105.0,2.0,2009-08-13,Thursday,August,1,Blue-collar/Service,0,0
30,management,Single,tertiary,499,1,0,cellular,2,90,1,failure,0,1.5333333333333334,90.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,0
45,management,Single,tertiary,2067,1,0,cellular,2,462,1,success,1,6.55,462.0,1.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,1,0
36,technician,Single,secondary,376,0,0,cellular,1,-1,0,unknown,1,7.983333333333333,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
57,retired,Single,tertiary,842,0,0,cellular,3,-1,0,unknown,1,4.733333333333333,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
35,management,Married,tertiary,1471,1,1,cellular,3,-1,0,unknown,0,3.933333333333333,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,1,1
30,student,Single,tertiary,3115,0,0,telephone,2,-1,0,unknown,0,3.6166666666666667,,,2009-08-13,Thursday,August,0,Student/Retired/Unemployed,0,0
34,management,Single,tertiary,1228,0,0,cellular,2,105,10,success,0,1.65,105.0,10.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
30,management,Married,tertiary,877,0,0,cellular,1,83,5,failure,0,3.3666666666666667,83.0,5.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
33,blue-collar,Married,secondary,5164,0,0,cellular,2,265,1,failure,0,3.966666666666667,265.0,1.0,2009-08-13,Thursday,August,1,Blue-collar/Service,0,0
33,management,Married,tertiary,3363,1,1,cellular,1,-1,0,unknown,0,2.6333333333333333,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,1,1
66,management,Single,tertiary,6483,0,0,cellular,1,-1,0,unknown,0,4.583333333333333,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
49,technician,Married,tertiary,1235,0,0,cellular,3,-1,0,unknown,1,5.9,,,2009-08-13,Thursday,August,0,Admin/Mgmt/Tech,0,0
29,housemaid,Single,tertiary,453,0,0,cellular,2,-1,0,unknown,0,2.1,,,2009-08-13,Thursday,August,0,Blue-collar/Service,0,0
49,management,Married,tertiary,1,0,0,telephone,2,101,4,success,1,10.666666666666666,101.0,4.0,2009-08-13,Thursday,August,1,Admin/Mgmt/Tech,0,0
33,admin.,Married,secondary,1737,0,0,cellular,2,106,2,failure,0,3.8,106.0,2.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,0,0
58,retired,Married,secondary,1227,0,0,cellular,2,37,2,failure,0,3.033333333333333,37.0,2.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
37,services,Married,secondary,775,0,0,cellular,2,-1,0,unknown,1,2.5,,,2009-08-14,Friday,August,0,Blue-collar/Service,0,0
74,retired,Married,tertiary,6027,0,0,cellular,2,-1,0,unknown,0,3.8833333333333333,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
67,retired,Married,primary,10776,0,0,telephone,2,99,17,other,0,2.933333333333333,99.0,17.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
37,management,Married,tertiary,1276,0,0,cellular,2,-1,0,unknown,1,2.6,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
35,management,Single,tertiary,18111,0,0,cellular,4,-1,0,unknown,1,2.8666666666666667,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
59,unemployed,Single,secondary,2026,0,0,cellular,3,73,1,failure,0,3.0833333333333335,73.0,1.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
68,retired,Married,primary,2301,0,0,cellular,3,120,1,failure,0,1.5,120.0,1.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
21,student,Single,secondary,6844,0,0,cellular,3,127,7,other,0,2.1,127.0,7.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
57,admin.,Married,secondary,169,0,0,cellular,1,106,2,failure,0,3.0,106.0,2.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,0,0
29,unemployed,Single,secondary,486,0,0,telephone,1,106,1,failure,0,2.5166666666666666,106.0,1.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
43,unemployed,Married,secondary,775,0,0,cellular,1,106,1,failure,0,1.6333333333333333,106.0,1.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
45,management,Married,tertiary,1433,0,0,cellular,1,-1,0,unknown,0,1.95,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
46,unemployed,Single,tertiary,44,0,0,cellular,1,-1,0,unknown,1,3.75,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
26,admin.,Single,secondary,255,0,0,cellular,2,106,2,success,1,3.4833333333333334,106.0,2.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,0,0
54,retired,Married,tertiary,1778,0,0,cellular,1,268,2,failure,0,5.316666666666666,268.0,2.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
33,self-employed,Married,tertiary,263,0,0,cellular,1,102,2,failure,0,4.283333333333333,102.0,2.0,2009-08-14,Friday,August,1,Entrepreneur/Self-employed,0,0
69,retired,Married,primary,579,0,0,cellular,1,-1,0,unknown,0,3.8333333333333335,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
47,unemployed,Married,secondary,926,0,0,cellular,1,403,5,success,1,7.266666666666667,403.0,5.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
63,retired,Single,secondary,4833,0,0,cellular,1,-1,0,unknown,0,6.916666666666667,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
59,management,Single,tertiary,3368,0,0,cellular,1,-1,0,unknown,0,4.333333333333333,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
58,management,Single,tertiary,5701,0,0,cellular,3,106,2,success,0,1.5333333333333334,106.0,2.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,0,0
36,management,Married,primary,1506,0,0,cellular,3,-1,0,unknown,1,5.433333333333334,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
19,student,Single,unknown,60,0,0,cellular,1,-1,0,unknown,0,4.216666666666667,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
28,admin.,Single,tertiary,373,1,0,cellular,1,79,4,other,0,1.3,79.0,4.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,1,0
26,technician,Single,tertiary,777,1,0,cellular,2,463,1,failure,0,4.333333333333333,463.0,1.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,1,0
37,management,Married,tertiary,332,1,0,cellular,2,84,7,failure,0,3.1666666666666665,84.0,7.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,1,0
64,retired,Married,tertiary,846,0,0,cellular,3,-1,0,unknown,0,1.7833333333333334,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
36,blue-collar,Single,secondary,2843,0,0,cellular,1,-1,0,unknown,1,3.1,,,2009-08-14,Friday,August,0,Blue-collar/Service,0,0
22,student,Single,secondary,47,0,0,cellular,2,-1,0,unknown,0,3.933333333333333,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
38,technician,Single,secondary,902,1,0,cellular,1,102,4,success,0,1.8,102.0,4.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,1,0
37,student,Single,unknown,444,0,0,cellular,1,102,5,success,1,2.283333333333333,102.0,5.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
62,management,Married,tertiary,557,0,0,cellular,1,-1,0,unknown,1,3.0833333333333335,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
29,student,Single,unknown,145,0,0,cellular,1,-1,0,unknown,0,1.75,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
26,blue-collar,Single,secondary,535,0,0,cellular,1,-1,0,unknown,1,2.0833333333333335,,,2009-08-14,Friday,August,0,Blue-collar/Service,0,0
72,retired,Single,tertiary,614,0,0,cellular,1,-1,0,unknown,0,9.216666666666667,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
45,management,Married,tertiary,2671,0,0,cellular,4,-1,0,unknown,1,1.5666666666666667,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
33,management,Married,tertiary,271,1,0,cellular,2,-1,0,unknown,1,13.35,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,1,0
63,technician,Married,secondary,896,1,0,cellular,2,-1,0,unknown,1,4.6,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,1,0
23,blue-collar,Married,secondary,272,0,0,cellular,2,-1,0,unknown,1,1.6666666666666667,,,2009-08-14,Friday,August,0,Blue-collar/Service,0,0
57,retired,Married,secondary,479,0,0,telephone,2,-1,0,unknown,0,1.3666666666666667,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
55,retired,Married,primary,16432,0,0,cellular,2,-1,0,unknown,0,8.033333333333333,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
20,student,Single,secondary,210,0,0,cellular,1,-1,0,unknown,0,1.6833333333333333,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
25,management,Single,tertiary,528,0,0,cellular,1,-1,0,unknown,1,3.35,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
32,technician,Married,tertiary,2976,1,0,cellular,5,-1,0,unknown,0,1.4666666666666666,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,1,0
60,retired,Married,unknown,209,0,0,cellular,3,106,1,failure,1,6.516666666666667,106.0,1.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
44,management,Married,tertiary,226,1,0,cellular,3,270,3,failure,1,3.1666666666666665,270.0,3.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,1,0
32,management,Single,tertiary,12607,0,0,cellular,5,84,1,failure,0,3.3833333333333333,84.0,1.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,0,0
33,unemployed,Single,tertiary,1974,0,0,cellular,2,191,1,failure,1,8.3,191.0,1.0,2009-08-14,Friday,August,1,Student/Retired/Unemployed,0,0
39,entrepreneur,Married,tertiary,942,1,0,cellular,3,267,1,other,1,14.666666666666666,267.0,1.0,2009-08-14,Friday,August,1,Entrepreneur/Self-employed,1,0
36,technician,Single,secondary,1228,1,0,cellular,2,102,3,success,0,2.55,102.0,3.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,1,0
46,blue-collar,Married,unknown,336,1,0,cellular,3,457,1,other,1,4.333333333333333,457.0,1.0,2009-08-14,Friday,August,1,Blue-collar/Service,1,0
41,admin.,Single,secondary,220,1,0,cellular,2,88,2,failure,0,2.3666666666666667,88.0,2.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,1,0
32,blue-collar,Single,secondary,551,1,0,cellular,3,-1,0,unknown,0,1.65,,,2009-08-14,Friday,August,0,Blue-collar/Service,1,0
33,technician,Married,tertiary,300,0,0,cellular,3,-1,0,unknown,0,1.1666666666666667,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
25,student,Single,secondary,4147,0,0,cellular,3,-1,0,unknown,1,3.5166666666666666,,,2009-08-14,Friday,August,0,Student/Retired/Unemployed,0,0
35,management,Single,tertiary,7218,0,0,cellular,3,-1,0,unknown,0,3.7333333333333334,,,2009-08-14,Friday,August,0,Admin/Mgmt/Tech,0,0
54,technician,Married,secondary,0,0,0,telephone,2,106,6,success,0,2.65,106.0,6.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,0,0
39,technician,Married,tertiary,11766,1,0,cellular,4,102,5,failure,0,5.216666666666667,102.0,5.0,2009-08-14,Friday,August,1,Admin/Mgmt/Tech,1,0
35,technician,Married,secondary,1577,1,1,cellular,1,273,1,failure,0,1.3333333333333333,273.0,1.0,2009-08-17,Monday,August,1,Admin/Mgmt/Tech,1,1
32,technician,Married,tertiary,8023,0,0,cellular,1,84,2,failure,0,3.65,84.0,2.0,2009-08-17,Monday,August,1,Admin/Mgmt/Tech,0,0
42,admin.,Married,primary,-306,1,0,cellular,1,459,1,success,1,5.133333333333334,459.0,1.0,2009-08-17,Monday,August,1,Admin/Mgmt/Tech,1,0
25,self-employed,Single,unknown,1179,0,0,cellular,1,83,2,failure,0,0.7166666666666667,83.0,2.0,2009-08-17,Monday,August,1,Entrepreneur/Self-employed,0,0
55,entrepreneur,Married,tertiary,0,0,0,cellular,1,-1,0,unknown,0,1.9333333333333333,,,2009-08-17,Monday,August,0,Entrepreneur/Self-employed,0,0
27,admin.,Single,secondary,1123,0,0,cellular,1,-1,0,unknown,0,1.25,,,2009-08-17,Monday,August,0,Admin/Mgmt/Tech,0,0
73,retired,Married,tertiary,2575,0,0,cellular,1,-1,0,unknown,0,2.533333333333333,,,2009-08-17,Monday,August,0,Student/Retired/Unemployed,0,0
